Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Gwynedd,26/07/2020,0,592,475.3,65,9947
Gwynedd,25/07/2020,2,592,475.3,56,9882
Gwynedd,24/07/2020,0,590,473.7,123,9826
Gwynedd,23/07/2020,1,590,473.7,97,9703
Gwynedd,22/07/2020,0,589,472.9,194,9606
Gwynedd,21/07/2020,1,589,472.9,164,9412
Gwynedd,20/07/2020,0,588,472.1,153,9248
Gwynedd,19/07/2020,0,588,472.1,68,9095
Gwynedd,18/07/2020,0,588,472.1,51,9027
Gwynedd,17/07/2020,0,588,472.1,90,8976
Gwynedd,16/07/2020,1,588,472.1,117,8886
Gwynedd,15/07/2020,2,587,471.3,126,8769
Gwynedd,14/07/2020,0,585,469.7,107,8643
Gwynedd,13/07/2020,0,585,469.7,122,8536
Gwynedd,12/07/2020,2,585,469.7,126,8414
Gwynedd,11/07/2020,1,583,468,109,8288
Gwynedd,10/07/2020,6,582,467.2,101,8179
Gwynedd,09/07/2020,2,576,462.4,232,8078
Gwynedd,08/07/2020,0,574,460.8,151,7846
Gwynedd,07/07/2020,1,574,460.8,118,7695
Gwynedd,06/07/2020,1,573,460,129,7577
Gwynedd,05/07/2020,0,572,459.2,37,7448
Gwynedd,04/07/2020,0,572,459.2,48,7411
Gwynedd,03/07/2020,0,572,459.2,144,7363
Gwynedd,02/07/2020,1,572,459.2,139,7219
Gwynedd,01/07/2020,1,571,458.4,101,7080
Gwynedd,30/06/2020,0,570,457.6,102,6979
Gwynedd,29/06/2020,3,570,457.6,92,6877
Gwynedd,28/06/2020,0,567,455.2,47,6785
Gwynedd,27/06/2020,1,567,455.2,40,6738
Gwynedd,26/06/2020,2,566,454.4,90,6698
Gwynedd,25/06/2020,3,564,452.8,92,6608
Gwynedd,24/06/2020,2,561,450.4,105,6516
Gwynedd,23/06/2020,7,559,448.8,111,6411
Gwynedd,22/06/2020,4,552,443.2,141,6300
Gwynedd,21/06/2020,3,548,439.9,67,6159
Gwynedd,20/06/2020,6,545,437.5,109,6092
Gwynedd,19/06/2020,27,539,432.7,151,5983
Gwynedd,18/06/2020,6,512,411,83,5832
Gwynedd,17/06/2020,4,506,406.2,70,5749
Gwynedd,16/06/2020,0,502,403,120,5679
Gwynedd,15/06/2020,3,502,403,156,5559
Gwynedd,14/06/2020,3,499,400.6,58,5403
Gwynedd,13/06/2020,4,496,398.2,62,5345
Gwynedd,12/06/2020,1,492,395,93,5283
Gwynedd,11/06/2020,3,491,394.2,70,5190
Gwynedd,10/06/2020,5,488,391.8,120,5120
Gwynedd,09/06/2020,4,483,387.8,119,5000
Gwynedd,08/06/2020,3,479,384.6,115,4881
Gwynedd,07/06/2020,1,476,382.1,72,4766
Gwynedd,06/06/2020,4,475,381.3,84,4694
Gwynedd,05/06/2020,7,471,378.1,208,4610
Gwynedd,04/06/2020,2,464,372.5,133,4402
Gwynedd,03/06/2020,5,462,370.9,240,4269
Gwynedd,02/06/2020,3,457,366.9,147,4029
Gwynedd,01/06/2020,7,454,364.5,217,3882
Gwynedd,31/05/2020,1,447,358.9,46,3665
Gwynedd,30/05/2020,9,446,358.1,160,3619
Gwynedd,29/05/2020,6,437,350.8,202,3459
Gwynedd,28/05/2020,13,431,346,215,3257
Gwynedd,27/05/2020,5,418,335.6,141,3042
Gwynedd,26/05/2020,8,413,331.6,97,2901
Gwynedd,25/05/2020,3,405,325.1,77,2804
Gwynedd,24/05/2020,0,402,322.7,85,2727
Gwynedd,23/05/2020,9,402,322.7,133,2642
Gwynedd,22/05/2020,3,393,315.5,49,2509
Gwynedd,21/05/2020,5,390,313.1,203,2460
Gwynedd,20/05/2020,5,385,309.1,175,2257
Gwynedd,19/05/2020,3,380,305.1,114,2082
Gwynedd,18/05/2020,9,377,302.7,73,1968
Gwynedd,17/05/2020,13,368,295.4,125,1895
Gwynedd,16/05/2020,10,355,285,128,1770
Gwynedd,15/05/2020,9,345,277,104,1642
Gwynedd,14/05/2020,7,336,269.7,39,1538
Gwynedd,13/05/2020,7,329,264.1,35,1499
Gwynedd,12/05/2020,2,322,258.5,40,1464
Gwynedd,11/05/2020,5,320,256.9,47,1424
Gwynedd,10/05/2020,5,315,252.9,47,1377
Gwynedd,09/05/2020,5,310,248.9,28,1330
Gwynedd,08/05/2020,7,305,244.9,48,1302
Gwynedd,07/05/2020,10,298,239.2,92,1254
Gwynedd,06/05/2020,15,288,231.2,122,1162
Gwynedd,05/05/2020,11,273,219.2,59,1040
Gwynedd,04/05/2020,9,262,210.3,41,981
Gwynedd,03/05/2020,0,253,203.1,25,940
Gwynedd,02/05/2020,3,253,203.1,33,915
Gwynedd,01/05/2020,4,250,200.7,54,882
Gwynedd,30/04/2020,5,246,197.5,49,828
Gwynedd,29/04/2020,5,241,193.5,42,779
Gwynedd,28/04/2020,5,236,189.5,29,737
Gwynedd,27/04/2020,7,231,185.5,26,708
Gwynedd,26/04/2020,9,224,179.8,20,682
Gwynedd,25/04/2020,6,215,172.6,17,662
Gwynedd,24/04/2020,8,209,167.8,41,645
Gwynedd,23/04/2020,9,201,161.4,32,604
Gwynedd,22/04/2020,6,192,154.1,32,572
Gwynedd,21/04/2020,6,186,149.3,21,540
Gwynedd,20/04/2020,10,180,144.5,23,519
Gwynedd,19/04/2020,6,170,136.5,17,496
Gwynedd,18/04/2020,17,164,131.7,26,479
Gwynedd,17/04/2020,7,147,118,20,453
Gwynedd,16/04/2020,12,140,112.4,21,433
Gwynedd,15/04/2020,6,128,102.8,18,412
Gwynedd,14/04/2020,12,122,97.9,32,394
Gwynedd,13/04/2020,27,110,88.3,37,362
Gwynedd,12/04/2020,7,83,66.6,16,325
Gwynedd,11/04/2020,9,76,61,19,309
Gwynedd,10/04/2020,6,67,53.8,16,290
Gwynedd,09/04/2020,14,61,49,26,274
Gwynedd,08/04/2020,5,47,37.7,12,248
Gwynedd,07/04/2020,7,42,33.7,15,236
Gwynedd,06/04/2020,6,35,28.1,17,221
Gwynedd,05/04/2020,0,29,23.3,1,204
Gwynedd,04/04/2020,4,29,23.3,12,203
Gwynedd,03/04/2020,6,25,20.1,22,191
Gwynedd,02/04/2020,1,19,15.3,13,169
Gwynedd,01/04/2020,0,18,14.5,6,156
Gwynedd,31/03/2020,2,18,14.5,11,150
Gwynedd,30/03/2020,1,16,12.8,14,139
Gwynedd,29/03/2020,1,15,12,7,125
Gwynedd,28/03/2020,3,14,11.2,9,118
Gwynedd,27/03/2020,1,11,8.8,6,109
Gwynedd,26/03/2020,2,10,8,6,103
Gwynedd,25/03/2020,2,8,6.4,9,97
Gwynedd,24/03/2020,2,6,4.8,10,88
Gwynedd,23/03/2020,0,4,3.2,3,78
Gwynedd,22/03/2020,0,4,3.2,4,75
Gwynedd,21/03/2020,0,4,3.2,6,71
Gwynedd,20/03/2020,0,4,3.2,6,65
Gwynedd,19/03/2020,1,4,3.2,4,59
Gwynedd,18/03/2020,2,3,2.4,10,55
Gwynedd,17/03/2020,0,1,0.8,10,45
Gwynedd,16/03/2020,1,1,0.8,1,35
Gwynedd,15/03/2020,0,0,0,2,34
Gwynedd,14/03/2020,0,0,0,4,32
Gwynedd,13/03/2020,0,0,0,1,28
Gwynedd,12/03/2020,0,0,0,5,27
Gwynedd,11/03/2020,0,0,0,1,22
Gwynedd,10/03/2020,0,0,0,1,21
Gwynedd,09/03/2020,0,0,0,0,20
Gwynedd,08/03/2020,0,0,0,0,20
Gwynedd,07/03/2020,0,0,0,0,20
Gwynedd,06/03/2020,0,0,0,0,20
Gwynedd,05/03/2020,0,0,0,2,20
Gwynedd,04/03/2020,0,0,0,2,18
Gwynedd,03/03/2020,0,0,0,1,16
Gwynedd,02/03/2020,0,0,0,0,15
Gwynedd,01/03/2020,0,0,0,0,15
Gwynedd,29/02/2020,0,0,0,2,15
Gwynedd,28/02/2020,0,0,0,3,13
Gwynedd,27/02/2020,0,0,0,7,10
Gwynedd,26/02/2020,0,0,0,1,3
Gwynedd,25/02/2020,0,0,0,0,2
Gwynedd,24/02/2020,0,0,0,0,2
Gwynedd,23/02/2020,0,0,0,0,2
Gwynedd,22/02/2020,0,0,0,1,2
Gwynedd,21/02/2020,0,0,0,0,1
Gwynedd,20/02/2020,0,0,0,0,1
Gwynedd,19/02/2020,0,0,0,0,1
Gwynedd,18/02/2020,0,0,0,0,1
Gwynedd,17/02/2020,0,0,0,0,1
Gwynedd,16/02/2020,0,0,0,0,1
Gwynedd,15/02/2020,0,0,0,1,1
Gwynedd,14/02/2020,0,0,0,0,0
Gwynedd,13/02/2020,0,0,0,0,0
Gwynedd,12/02/2020,0,0,0,0,0
Gwynedd,11/02/2020,0,0,0,0,0
Gwynedd,10/02/2020,0,0,0,0,0
Gwynedd,09/02/2020,0,0,0,0,0
Gwynedd,08/02/2020,0,0,0,0,0
Gwynedd,07/02/2020,0,0,0,0,0
Gwynedd,06/02/2020,0,0,0,0,0
Gwynedd,05/02/2020,0,0,0,0,0
Gwynedd,04/02/2020,0,0,0,0,0
Gwynedd,03/02/2020,0,0,0,0,0
Isle of Anglesey,29/07/2020,0,458,653.9,0,6542
Isle of Anglesey,28/07/2020,0,458,653.9,17,6542
Isle of Anglesey,27/07/2020,1,458,653.9,47,6525
Isle of Anglesey,26/07/2020,0,457,652.5,40,6478
Isle of Anglesey,25/07/2020,0,457,652.5,42,6438
Isle of Anglesey,24/07/2020,1,457,652.5,43,6396
Isle of Anglesey,23/07/2020,0,456,651,46,6353
Isle of Anglesey,22/07/2020,1,456,651,86,6307
Isle of Anglesey,21/07/2020,0,455,649.6,66,6221
Isle of Anglesey,20/07/2020,0,455,649.6,79,6155
Isle of Anglesey,19/07/2020,0,455,649.6,37,6076
Isle of Anglesey,18/07/2020,1,455,649.6,37,6039
Isle of Anglesey,17/07/2020,0,454,648.2,43,6002
Isle of Anglesey,16/07/2020,0,454,648.2,126,5959
Isle of Anglesey,15/07/2020,0,454,648.2,105,5833
Isle of Anglesey,14/07/2020,1,454,648.2,117,5728
Isle of Anglesey,13/07/2020,1,453,646.7,63,5611
Isle of Anglesey,12/07/2020,1,452,645.3,78,5548
Isle of Anglesey,11/07/2020,2,451,643.9,59,5470
Isle of Anglesey,10/07/2020,0,449,641,54,5411
Isle of Anglesey,09/07/2020,0,449,641,98,5357
Isle of Anglesey,08/07/2020,0,449,641,76,5259
Isle of Anglesey,07/07/2020,1,449,641,81,5183
Isle of Anglesey,06/07/2020,1,448,639.6,59,5102
Isle of Anglesey,05/07/2020,0,447,638.2,43,5043
Isle of Anglesey,04/07/2020,0,447,638.2,18,5000
Isle of Anglesey,03/07/2020,1,447,638.2,38,4982
Isle of Anglesey,02/07/2020,1,446,636.8,91,4944
Isle of Anglesey,01/07/2020,1,445,635.3,83,4853
Isle of Anglesey,30/06/2020,1,444,633.9,69,4770
Isle of Anglesey,29/06/2020,1,443,632.5,76,4701
Isle of Anglesey,28/06/2020,0,442,631,39,4625
Isle of Anglesey,27/06/2020,0,442,631,33,4586
Isle of Anglesey,26/06/2020,1,442,631,76,4553
Isle of Anglesey,25/06/2020,1,441,629.6,71,4477
Isle of Anglesey,24/06/2020,3,440,628.2,107,4406
Isle of Anglesey,23/06/2020,9,437,623.9,174,4299
Isle of Anglesey,22/06/2020,5,428,611.1,109,4125
Isle of Anglesey,21/06/2020,1,423,603.9,86,4016
Isle of Anglesey,20/06/2020,7,422,602.5,93,3930
Isle of Anglesey,19/06/2020,54,415,592.5,255,3837
Isle of Anglesey,18/06/2020,6,361,515.4,79,3582
Isle of Anglesey,17/06/2020,12,355,506.8,89,3503
Isle of Anglesey,16/06/2020,12,343,489.7,128,3414
Isle of Anglesey,15/06/2020,14,331,472.6,75,3286
Isle of Anglesey,14/06/2020,8,317,452.6,70,3211
Isle of Anglesey,13/06/2020,10,309,441.2,64,3141
Isle of Anglesey,12/06/2020,19,299,426.9,121,3077
Isle of Anglesey,11/06/2020,6,280,399.8,63,2956
Isle of Anglesey,10/06/2020,10,274,391.2,61,2893
Isle of Anglesey,09/06/2020,6,264,376.9,69,2832
Isle of Anglesey,08/06/2020,3,258,368.3,52,2763
Isle of Anglesey,07/06/2020,5,255,364.1,51,2711
Isle of Anglesey,06/06/2020,5,250,356.9,69,2660
Isle of Anglesey,05/06/2020,1,245,349.8,85,2591
Isle of Anglesey,04/06/2020,1,244,348.4,80,2506
Isle of Anglesey,03/06/2020,3,243,346.9,59,2426
Isle of Anglesey,02/06/2020,1,240,342.6,89,2367
Isle of Anglesey,01/06/2020,0,239,341.2,161,2278
Isle of Anglesey,31/05/2020,2,239,341.2,21,2117
Isle of Anglesey,30/05/2020,4,237,338.4,101,2096
Isle of Anglesey,29/05/2020,7,233,332.7,95,1995
Isle of Anglesey,28/05/2020,6,226,322.7,77,1900
Isle of Anglesey,27/05/2020,2,220,314.1,154,1823
Isle of Anglesey,26/05/2020,7,218,311.2,171,1669
Isle of Anglesey,25/05/2020,3,211,301.2,88,1498
Isle of Anglesey,24/05/2020,1,208,297,63,1410
Isle of Anglesey,23/05/2020,5,207,295.5,65,1347
Isle of Anglesey,22/05/2020,3,202,288.4,111,1282
Isle of Anglesey,21/05/2020,4,199,284.1,78,1171
Isle of Anglesey,20/05/2020,5,195,278.4,53,1093
Isle of Anglesey,19/05/2020,6,190,271.3,19,1040
Isle of Anglesey,18/05/2020,3,184,262.7,27,1021
Isle of Anglesey,17/05/2020,6,181,258.4,59,994
Isle of Anglesey,16/05/2020,5,175,249.8,57,935
Isle of Anglesey,15/05/2020,15,170,242.7,61,878
Isle of Anglesey,14/05/2020,3,155,221.3,24,817
Isle of Anglesey,13/05/2020,5,152,217,29,793
Isle of Anglesey,12/05/2020,3,147,209.9,27,764
Isle of Anglesey,11/05/2020,7,144,205.6,26,737
Isle of Anglesey,10/05/2020,5,137,195.6,20,711
Isle of Anglesey,09/05/2020,1,132,188.5,11,691
Isle of Anglesey,08/05/2020,2,131,187,15,680
Isle of Anglesey,07/05/2020,7,129,184.2,49,665
Isle of Anglesey,06/05/2020,11,122,174.2,58,616
Isle of Anglesey,05/05/2020,6,111,158.5,39,558
Isle of Anglesey,04/05/2020,7,105,149.9,44,519
Isle of Anglesey,03/05/2020,1,98,139.9,11,475
Isle of Anglesey,02/05/2020,1,97,138.5,21,464
Isle of Anglesey,01/05/2020,3,96,137.1,29,443
Isle of Anglesey,30/04/2020,4,93,132.8,29,414
Isle of Anglesey,29/04/2020,4,89,127.1,29,385
Isle of Anglesey,28/04/2020,3,85,121.4,20,356
Isle of Anglesey,27/04/2020,1,82,117.1,17,336
Isle of Anglesey,26/04/2020,2,81,115.6,9,319
Isle of Anglesey,25/04/2020,4,79,112.8,13,310
Isle of Anglesey,24/04/2020,4,75,107.1,8,297
Isle of Anglesey,23/04/2020,5,71,101.4,21,289
Isle of Anglesey,22/04/2020,6,66,94.2,18,268
Isle of Anglesey,21/04/2020,2,60,85.7,7,250
Isle of Anglesey,20/04/2020,3,58,82.8,16,243
Isle of Anglesey,19/04/2020,4,55,78.5,5,227
Isle of Anglesey,18/04/2020,2,51,72.8,9,222
Isle of Anglesey,17/04/2020,4,49,70,17,213
Isle of Anglesey,16/04/2020,1,45,64.2,12,196
Isle of Anglesey,15/04/2020,4,44,62.8,9,184
Isle of Anglesey,14/04/2020,4,40,57.1,7,175
Isle of Anglesey,13/04/2020,4,36,51.4,7,168
Isle of Anglesey,12/04/2020,2,32,45.7,6,161
Isle of Anglesey,11/04/2020,3,30,42.8,5,155
Isle of Anglesey,10/04/2020,0,27,38.5,0,150
Isle of Anglesey,09/04/2020,5,27,38.5,13,150
Isle of Anglesey,08/04/2020,2,22,31.4,9,137
Isle of Anglesey,07/04/2020,2,20,28.6,8,128
Isle of Anglesey,06/04/2020,3,18,25.7,9,120
Isle of Anglesey,05/04/2020,0,15,21.4,3,111
Isle of Anglesey,04/04/2020,2,15,21.4,3,108
Isle of Anglesey,03/04/2020,1,13,18.6,6,105
Isle of Anglesey,02/04/2020,1,12,17.1,4,99
Isle of Anglesey,01/04/2020,0,11,15.7,2,95
Isle of Anglesey,31/03/2020,3,11,15.7,8,93
Isle of Anglesey,30/03/2020,6,8,11.4,12,85
Isle of Anglesey,29/03/2020,0,2,2.9,1,73
Isle of Anglesey,28/03/2020,0,2,2.9,4,72
Isle of Anglesey,27/03/2020,0,2,2.9,4,68
Isle of Anglesey,26/03/2020,0,2,2.9,5,64
Isle of Anglesey,25/03/2020,0,2,2.9,4,59
Isle of Anglesey,24/03/2020,0,2,2.9,2,55
Isle of Anglesey,23/03/2020,0,2,2.9,4,53
Isle of Anglesey,22/03/2020,0,2,2.9,2,49
Isle of Anglesey,21/03/2020,0,2,2.9,3,47
Isle of Anglesey,20/03/2020,0,2,2.9,3,44
Isle of Anglesey,19/03/2020,0,2,2.9,1,41
Isle of Anglesey,18/03/2020,0,2,2.9,1,40
Isle of Anglesey,17/03/2020,0,2,2.9,5,39
Isle of Anglesey,16/03/2020,0,2,2.9,3,34
Isle of Anglesey,15/03/2020,0,2,2.9,2,31
Isle of Anglesey,14/03/2020,1,2,2.9,6,29
Isle of Anglesey,13/03/2020,0,1,1.4,3,23
Isle of Anglesey,12/03/2020,0,1,1.4,1,20
Isle of Anglesey,11/03/2020,1,1,1.4,3,19
Isle of Anglesey,10/03/2020,0,0,0,0,16
Isle of Anglesey,09/03/2020,0,0,0,0,16
Isle of Anglesey,08/03/2020,0,0,0,0,16
Isle of Anglesey,07/03/2020,0,0,0,0,16
Isle of Anglesey,06/03/2020,0,0,0,0,16
Isle of Anglesey,05/03/2020,0,0,0,0,16
Isle of Anglesey,04/03/2020,0,0,0,0,16
Isle of Anglesey,03/03/2020,0,0,0,0,16
Isle of Anglesey,02/03/2020,0,0,0,1,16
Isle of Anglesey,01/03/2020,0,0,0,0,15
Isle of Anglesey,29/02/2020,0,0,0,1,15
Isle of Anglesey,28/02/2020,0,0,0,2,14
Isle of Anglesey,27/02/2020,0,0,0,10,12
Isle of Anglesey,26/02/2020,0,0,0,0,2
Isle of Anglesey,25/02/2020,0,0,0,0,2
Isle of Anglesey,24/02/2020,0,0,0,0,2
Isle of Anglesey,23/02/2020,0,0,0,0,2
Isle of Anglesey,22/02/2020,0,0,0,0,2
Isle of Anglesey,21/02/2020,0,0,0,0,2
Isle of Anglesey,20/02/2020,0,0,0,0,2
Isle of Anglesey,19/02/2020,0,0,0,0,2
Isle of Anglesey,18/02/2020,0,0,0,0,2
Isle of Anglesey,17/02/2020,0,0,0,0,2
Isle of Anglesey,16/02/2020,0,0,0,0,2
Isle of Anglesey,15/02/2020,0,0,0,2,2
Isle of Anglesey,14/02/2020,0,0,0,0,0
Isle of Anglesey,13/02/2020,0,0,0,0,0
Isle of Anglesey,12/02/2020,0,0,0,0,0
Isle of Anglesey,11/02/2020,0,0,0,0,0
Isle of Anglesey,10/02/2020,0,0,0,0,0
Isle of Anglesey,09/02/2020,0,0,0,0,0
Isle of Anglesey,08/02/2020,0,0,0,0,0
Isle of Anglesey,07/02/2020,0,0,0,0,0
Isle of Anglesey,06/02/2020,0,0,0,0,0
Isle of Anglesey,05/02/2020,0,0,0,0,0
Isle of Anglesey,04/02/2020,0,0,0,0,0
Isle of Anglesey,03/02/2020,0,0,0,0,0
Merthyr Tydfil,29/07/2020,0,579,959.8,0,5877
Merthyr Tydfil,28/07/2020,0,579,959.8,14,5877
Merthyr Tydfil,27/07/2020,1,579,959.8,43,5863
Merthyr Tydfil,26/07/2020,1,578,958.1,21,5820
Merthyr Tydfil,25/07/2020,0,577,956.5,24,5799
Merthyr Tydfil,24/07/2020,0,577,956.5,167,5775
Merthyr Tydfil,23/07/2020,0,577,956.5,17,5608
Merthyr Tydfil,22/07/2020,0,577,956.5,109,5591
Merthyr Tydfil,21/07/2020,0,577,956.5,85,5482
Merthyr Tydfil,20/07/2020,1,577,956.5,58,5397
Merthyr Tydfil,19/07/2020,0,576,954.8,17,5339
Merthyr Tydfil,18/07/2020,0,576,954.8,26,5322
Merthyr Tydfil,17/07/2020,1,576,954.8,47,5296
Merthyr Tydfil,16/07/2020,2,575,953.2,103,5249
Merthyr Tydfil,15/07/2020,0,573,949.8,38,5146
Merthyr Tydfil,14/07/2020,0,573,949.8,47,5108
Merthyr Tydfil,13/07/2020,1,573,949.8,45,5061
Merthyr Tydfil,12/07/2020,0,572,948.2,38,5016
Merthyr Tydfil,11/07/2020,0,572,948.2,24,4978
Merthyr Tydfil,10/07/2020,1,572,948.2,42,4954
Merthyr Tydfil,09/07/2020,2,571,946.5,31,4912
Merthyr Tydfil,08/07/2020,1,569,943.2,74,4881
Merthyr Tydfil,07/07/2020,0,568,941.6,103,4807
Merthyr Tydfil,06/07/2020,0,568,941.6,59,4704
Merthyr Tydfil,05/07/2020,0,568,941.6,44,4645
Merthyr Tydfil,04/07/2020,0,568,941.6,33,4601
Merthyr Tydfil,03/07/2020,0,568,941.6,87,4568
Merthyr Tydfil,02/07/2020,1,568,941.6,89,4481
Merthyr Tydfil,01/07/2020,1,567,939.9,89,4392
Merthyr Tydfil,30/06/2020,1,566,938.2,106,4303
Merthyr Tydfil,29/06/2020,5,565,936.6,78,4197
Merthyr Tydfil,28/06/2020,2,560,928.3,22,4119
Merthyr Tydfil,27/06/2020,107,558,925,740,4097
Merthyr Tydfil,26/06/2020,2,451,747.6,49,3357
Merthyr Tydfil,25/06/2020,1,449,744.3,41,3308
Merthyr Tydfil,24/06/2020,0,448,742.6,56,3267
Merthyr Tydfil,23/06/2020,0,448,742.6,43,3211
Merthyr Tydfil,22/06/2020,1,448,742.6,39,3168
Merthyr Tydfil,21/06/2020,2,447,741,17,3129
Merthyr Tydfil,20/06/2020,1,445,737.7,26,3112
Merthyr Tydfil,19/06/2020,2,444,736,43,3086
Merthyr Tydfil,18/06/2020,0,442,732.7,38,3043
Merthyr Tydfil,17/06/2020,1,442,732.7,33,3005
Merthyr Tydfil,16/06/2020,1,441,731,55,2972
Merthyr Tydfil,15/06/2020,0,440,729.4,42,2917
Merthyr Tydfil,14/06/2020,1,440,729.4,34,2875
Merthyr Tydfil,13/06/2020,2,439,727.7,40,2841
Merthyr Tydfil,12/06/2020,0,437,724.4,74,2801
Merthyr Tydfil,11/06/2020,3,437,724.4,48,2727
Merthyr Tydfil,10/06/2020,1,434,719.4,60,2679
Merthyr Tydfil,09/06/2020,0,433,717.8,63,2619
Merthyr Tydfil,08/06/2020,3,433,717.8,47,2556
Merthyr Tydfil,07/06/2020,2,430,712.8,43,2509
Merthyr Tydfil,06/06/2020,0,428,709.5,49,2466
Merthyr Tydfil,05/06/2020,5,428,709.5,135,2417
Merthyr Tydfil,04/06/2020,2,423,701.2,120,2282
Merthyr Tydfil,03/06/2020,3,421,697.9,33,2162
Merthyr Tydfil,02/06/2020,2,418,692.9,95,2129
Merthyr Tydfil,01/06/2020,0,416,689.6,38,2034
Merthyr Tydfil,31/05/2020,0,416,689.6,31,1996
Merthyr Tydfil,30/05/2020,1,416,689.6,23,1965
Merthyr Tydfil,29/05/2020,2,415,687.9,24,1942
Merthyr Tydfil,28/05/2020,4,413,684.6,29,1918
Merthyr Tydfil,27/05/2020,2,409,678,80,1889
Merthyr Tydfil,26/05/2020,3,407,674.7,78,1809
Merthyr Tydfil,25/05/2020,10,404,669.7,50,1731
Merthyr Tydfil,24/05/2020,2,394,653.1,45,1681
Merthyr Tydfil,23/05/2020,5,392,649.8,64,1636
Merthyr Tydfil,22/05/2020,6,387,641.5,85,1572
Merthyr Tydfil,21/05/2020,3,381,631.6,54,1487
Merthyr Tydfil,20/05/2020,8,378,626.6,50,1433
Merthyr Tydfil,19/05/2020,14,370,613.3,45,1383
Merthyr Tydfil,18/05/2020,7,356,590.1,30,1338
Merthyr Tydfil,17/05/2020,4,349,578.5,22,1308
Merthyr Tydfil,16/05/2020,6,345,571.9,43,1286
Merthyr Tydfil,15/05/2020,8,339,561.9,52,1243
Merthyr Tydfil,14/05/2020,1,331,548.7,26,1191
Merthyr Tydfil,13/05/2020,3,330,547,27,1165
Merthyr Tydfil,12/05/2020,6,327,542.1,43,1138
Merthyr Tydfil,11/05/2020,2,321,532.1,12,1095
Merthyr Tydfil,10/05/2020,0,319,528.8,10,1083
Merthyr Tydfil,09/05/2020,1,319,528.8,13,1073
Merthyr Tydfil,08/05/2020,5,318,527.1,27,1060
Merthyr Tydfil,07/05/2020,4,313,518.8,51,1033
Merthyr Tydfil,06/05/2020,6,309,512.2,23,982
Merthyr Tydfil,05/05/2020,7,303,502.3,67,959
Merthyr Tydfil,04/05/2020,5,296,490.7,29,892
Merthyr Tydfil,03/05/2020,5,291,482.4,17,863
Merthyr Tydfil,02/05/2020,5,286,474.1,33,846
Merthyr Tydfil,01/05/2020,11,281,465.8,49,813
Merthyr Tydfil,30/04/2020,2,270,447.6,22,764
Merthyr Tydfil,29/04/2020,9,268,444.3,24,742
Merthyr Tydfil,28/04/2020,9,259,429.3,28,718
Merthyr Tydfil,27/04/2020,8,250,414.4,25,690
Merthyr Tydfil,26/04/2020,4,242,401.2,12,665
Merthyr Tydfil,25/04/2020,3,238,394.5,15,653
Merthyr Tydfil,24/04/2020,3,235,389.6,20,638
Merthyr Tydfil,23/04/2020,8,232,384.6,28,618
Merthyr Tydfil,22/04/2020,7,224,371.3,24,590
Merthyr Tydfil,21/04/2020,11,217,359.7,36,566
Merthyr Tydfil,20/04/2020,7,206,341.5,19,530
Merthyr Tydfil,19/04/2020,3,199,329.9,11,511
Merthyr Tydfil,18/04/2020,5,196,324.9,12,500
Merthyr Tydfil,17/04/2020,14,191,316.6,30,488
Merthyr Tydfil,16/04/2020,15,177,293.4,28,458
Merthyr Tydfil,15/04/2020,18,162,268.5,32,430
Merthyr Tydfil,14/04/2020,6,144,238.7,13,398
Merthyr Tydfil,13/04/2020,2,138,228.8,7,385
Merthyr Tydfil,12/04/2020,7,136,225.4,14,378
Merthyr Tydfil,11/04/2020,4,129,213.8,9,364
Merthyr Tydfil,10/04/2020,4,125,207.2,11,355
Merthyr Tydfil,09/04/2020,9,121,200.6,20,344
Merthyr Tydfil,08/04/2020,10,112,185.7,26,324
Merthyr Tydfil,07/04/2020,14,102,169.1,20,298
Merthyr Tydfil,06/04/2020,12,88,145.9,17,278
Merthyr Tydfil,05/04/2020,8,76,126,13,261
Merthyr Tydfil,04/04/2020,3,68,112.7,12,248
Merthyr Tydfil,03/04/2020,7,65,107.7,22,236
Merthyr Tydfil,02/04/2020,6,58,96.1,12,214
Merthyr Tydfil,01/04/2020,10,52,86.2,28,202
Merthyr Tydfil,31/03/2020,3,42,69.6,5,174
Merthyr Tydfil,30/03/2020,9,39,64.6,24,169
Merthyr Tydfil,29/03/2020,5,30,49.7,10,145
Merthyr Tydfil,28/03/2020,2,25,41.4,8,135
Merthyr Tydfil,27/03/2020,5,23,38.1,15,127
Merthyr Tydfil,26/03/2020,5,18,29.8,22,112
Merthyr Tydfil,25/03/2020,6,13,21.5,15,90
Merthyr Tydfil,24/03/2020,2,7,11.6,16,75
Merthyr Tydfil,23/03/2020,1,5,8.3,3,59
Merthyr Tydfil,22/03/2020,0,4,6.6,9,56
Merthyr Tydfil,21/03/2020,1,4,6.6,7,47
Merthyr Tydfil,20/03/2020,0,3,5,6,40
Merthyr Tydfil,19/03/2020,1,3,5,7,34
Merthyr Tydfil,18/03/2020,0,2,3.3,1,27
Merthyr Tydfil,17/03/2020,0,2,3.3,2,26
Merthyr Tydfil,16/03/2020,2,2,3.3,6,24
Merthyr Tydfil,15/03/2020,0,0,0,4,18
Merthyr Tydfil,14/03/2020,0,0,0,1,14
Merthyr Tydfil,13/03/2020,0,0,0,0,13
Merthyr Tydfil,12/03/2020,0,0,0,3,13
